Title,Budget,Revenue,Profit,Diff,Target
The Insider,90000000,60289912,-29710088,-0.3301120888888889,0
October Sky,0,0,0,0.0,0
Shrek,60000000,484409218,424409218,7.073486966666667,1
Titanic,200000000,1845034188,1645034188,8.22517094,1
Gattaca,36000000,12532777,-23467223,-0.6518673055555556,0
The Game,50000000,109423648,59423648,1.18847296,0
Breaking the Waves,0,3803298,3803298,0.0,0
Ed Wood,18000000,5887457,-12112543,-0.6729190555555555,0
What's Eating Gilbert Grape,11000000,10032765,-967235,-0.0879304545454545,0
Tombstone,25000000,56505065,31505065,1.2602026,0
The Sandlot,0,32416586,32416586,0.0,0
The Remains of the Day,11500000,23237911,11737911,1.0206879130434785,0
Naked,0,0,0,0.0,0
The Fugitive,44000000,368875760,324875760,7.38354,1
A Bronx Tale,22000000,17287898,-4712102,-0.2141864545454545,0
Batman: Mask of the Phantasm,6000000,5617391,-382609,-0.0637681666666666,0
Night on Earth,3500000,2015810,-1484190,-0.4240542857142857,0
La double vie de V�ronique,0,1999955,1999955,0.0,0
Boyz n the Hood,6500000,57504069,51004069,7.846779846153846,1
Misery,20000000,61276872,41276872,2.0638436,1
Awakenings,0,52096475,52096475,0.0,0
Glory,18000000,26828365,8828365,0.4904647222222222,0
Back to the Future Part II,40000000,332000000,292000000,7.3,1
Mississippi Burning,15000000,34604000,19604000,1.3069333333333333,0
Predator,18000000,98235548,80235548,4.457530444444444,1
Evil Dead II,3600000,5923044,2323044,0.64529,0
Ferris Bueller's Day Off,6000000,70136369,64136369,10.689394833333331,1
Down by Law,0,0,0,0.0,0
The Goonies,19000000,61503218,42503218,2.2370114736842104,1
The Color Purple,15000000,146292009,131292009,8.7528006,1
The Breakfast Club,1000000,51525171,50525171,50.525171,1
The Killing Fields,14400000,34700291,20300291,1.4097424305555557,0
Ghostbusters,30000000,295212467,265212467,8.840415566666668,1
The Right Stuff,27000000,21500000,-5500000,-0.2037037037037037,0
The King of Comedy,20000000,0,-20000000,-1.0,0
E.T. the Extra-Terrestrial,10500000,792965326,782465326,74.52050723809523,1
Kramer vs. Kramer,8000000,106260000,98260000,12.2825,1
Days of Heaven,0,0,0,0.0,0
The Outlaw Josey Wales,3700000,31800000,28100000,7.594594594594595,1
The Man Who Would Be King,0,0,0,0.0,0
The Conversation,1600000,4420000,2820000,1.7625,1
La plan�te sauvage,0,0,0,0.0,0
The Day of the Jackal,0,0,0,0.0,0
Badlands,0,0,0,0.0,0
Cabaret,6000000,0,-6000000,-1.0,0
Willy Wonka & the Chocolate Factory,3000000,4000000,1000000,0.3333333333333333,0
Midnight Cowboy,3600000,44785053,41185053,11.4402925,1
Wait Until Dark,4000000,11000000,7000000,1.75,1
Guess Who's Coming to Dinner,4000000,56666667,52666667,13.16666675,1
Bonnie and Clyde,2500000,50700000,48200000,19.28,1
My Fair Lady,17000000,72070731,55070731,3.2394547647058825,1
Mary Poppins,6000000,102272727,96272727,16.0454545,1
The Longest Day,10000000,50100000,40100000,4.01,1
Jules et Jim,0,0,0,0.0,0
The Innocents,0,0,0,0.0,0
� bout de souffle,0,0,0,0.0,0
Red River,3000000,9012000,6012000,2.004,1
Key Largo,0,0,0,0.0,0
To Have and Have Not,0,3650000,3650000,0.0,0
Shadow of a Doubt,0,0,0,0.0,0
Stagecoach,531374,1103757,572383,1.077175398118839,0
The Lady Vanishes,0,0,0,0.0,0
Bringing Up Baby,1073000,0,-1073000,-1.0,0
Bride of Frankenstein,393750,0,-393750,-1.0,0
Duck Soup,0,0,0,0.0,0
Frankenstein,45000000,112006296,67006296,1.4890288,0
Roma,0,0,0,0.0,0
God's Own Country,0,0,0,0.0,0
Wind River,11000000,184770205,173770205,15.797291363636363,1
Get Out,5000000,252434250,247434250,49.48685,1
En man som heter Ove,0,3371692,3371692,0.0,0
What We Do in the Shadows,0,3333000,3333000,0.0,0
The Theory of Everything,0,0,0,0.0,0
Kingsman: The Secret Service,81000000,414351546,333351546,4.115451185185186,1
The Fault in Our Stars,12000000,307166834,295166834,24.597236166666665,1
Me and Earl and the Dying Girl,0,0,0,0.0,0
The Broken Circle Breakdown,0,5475058,5475058,0.0,0
Captain America: The Winter Soldier,170000000,714766572,544766572,3.2045092470588235,1
Rockstar,10920000,19660000,8740000,0.8003663003663004,0
Nebraska,12000000,17654912,5654912,0.4712426666666666,0
Wreck-It Ralph,165000000,471222889,306222889,1.855896296969697,1
Detachment,0,72689,72689,0.0,0
Midnight in Paris,30000000,151119219,121119219,4.0373073,1
The Lego Movie,60000000,469160692,409160692,6.8193448666666665,1
Gravity,105000000,716392705,611392705,5.822787666666667,1
Star Trek Into Darkness,190000000,467365246,277365246,1.4598170842105265,0
Beasts of No Nation,6000000,9077700,3077700,0.51295,0
The Social Network,40000000,224920315,184920315,4.623007875,1
The Hangover,35000000,459270619,424270619,12.122017685714283,1
Skyfall,200000000,1108561013,908561013,4.542805065,1
Silver Linings Playbook,21000000,205738714,184738714,8.797081619047619,1
Argo,44500000,232324128,187824128,4.220766921348314,1
(500) Days of Summer,7500000,60722734,53222734,7.096364533333333,1
Harry Potter and the Deathly Hallows: Part 1,250000000,954305868,704305868,2.817223472,1
Frost/Nixon,0,0,0,0.0,0
Changeling,55000000,113020255,58020255,1.0549137272727274,0
Flipped,14000000,1755212,-12244788,-0.8746277142857143,0
This Is England,2380000,8176544,5796544,2.43552268907563,1
Ex Machina,15000000,36869414,21869414,1.4579609333333334,0
Efter brylluppet,0,0,0,0.0,0
The Last King of Scotland,6000000,48027970,42027970,7.004661666666666,1
Zodiac,65000000,84785914,19785914,0.3043986769230769,0
Lucky Number Slevin,27000000,56308881,29308881,1.085514111111111,0
Joyeux No�l,22000000,17709155,-4290845,-0.195038409090909,0
Control,6800000,0,-6800000,-1.0,0
Tangled,260000000,591794936,331794936,1.2761343692307692,0
Zwartboek,21000000,26193068,5193068,0.2472889523809524,0
Brokeback Mountain,14000000,178043761,164043761,11.7174115,1
3:10 to Yuma,0,0,0,0.0,0
Crash,10000000,0,-10000000,-1.0,0
The Bourne Supremacy,75000000,288500217,213500217,2.84666956,1
The Machinist,5000000,8203235,3203235,0.640647,0
Ray,40000000,124731534,84731534,2.11828835,1
Lost in Translation,4000000,119723856,115723856,28.930964,1
Harry Potter and the Goblet of Fire,150000000,895921036,745921036,4.9728069066666665,1
Man on Fire,70000000,130293714,60293714,0.8613387714285714,0
Coraline,60000000,124596398,64596398,1.0766066333333333,0
The Last Samurai,140000000,456758981,316758981,2.26256415,1
The Magdalene Sisters,0,20957001,20957001,0.0,0
In America,0,0,0,0.0,0
I Am Sam,22000000,92542418,70542418,3.206473545454545,1
Adaptation.,19000000,32801173,13801173,0.7263775263157894,0
Black Hawk Down,92000000,172989651,80989651,0.8803222934782609,0
Road to Perdition,80000000,181001478,101001478,1.262518475,0
Das Experiment,0,0,0,0.0,0
Billy Elliot,5000000,110000000,105000000,21.0,1
Hedwig and the Angry Inch,0,0,0,0.0,0
Ocean's Eleven,0,0,0,0.0,0
"O Brother, Where Art Thou?",26000000,71868327,45868327,1.7641664230769232,1
"South Park: Bigger, Longer & Uncut",21000000,0,-21000000,-1.0,0
Office Space,10000000,12827813,2827813,0.2827813,0
Happiness,3000000,2807390,-192610,-0.0642033333333333,0
Training Day,45000000,104876233,59876233,1.3305829555555555,0
Rushmore,9000000,17096053,8096053,0.8995614444444444,0
Abre los ojos,2900000,368234,-2531766,-0.8730227586206897,0
Being John Malkovich,13000000,22863596,9863596,0.7587381538461538,0
As Good as It Gets,50000000,314178011,264178011,5.28356022,1
The Fifth Element,90000000,263920180,173920180,1.9324464444444445,1
Donnie Brasco,35000000,41954997,6954997,0.1987142,0
Shine,0,0,0,0.0,0
Primal Fear,30000000,102616183,72616183,2.420539433333333,1
Hamlet,0,0,0,0.0,0
A Little Princess,17000000,0,-17000000,-1.0,0
Il postino,0,0,0,0.0,0
Clerks,27000,3151130,3124130,115.70851851851852,1
Short Cuts,0,6110979,6110979,0.0,0
Philadelphia,26000000,206678440,180678440,6.949170769230769,1
The Muppet Christmas Carol,0,27281507,27281507,0.0,0
Malcolm X,34000000,48169908,14169908,0.416762,0
The Last of the Mohicans,40000000,75505856,35505856,0.8876464,0
Glengarry Glen Ross,12500000,10725228,-1774772,-0.14198176,0
A Few Good Men,40000000,243240178,203240178,5.08100445,1
Fried Green Tomatoes,11000000,119418501,108418501,9.856227363636364,1
Barton Fink,9000000,6153939,-2846061,-0.316229,0
Miller's Crossing,14000000,5080409,-8919591,-0.6371136428571429,0
Who Framed Roger Rabbit,70000000,329803958,259803958,3.7114851142857135,1
Spoorloos,0,0,0,0.0,0
Withnail & I,0,0,0,0.0,0
The Last Emperor,23000000,43984230,20984230,0.9123578260869564,0
Empire of the Sun,35000000,22238696,-12761304,-0.3646086857142857,0
Blue Velvet,6000000,8551228,2551228,0.4252046666666667,0
The Purple Rose of Cairo,15000000,10631333,-4368667,-0.2912444666666666,0
After Hours,4500000,10609321,6109321,1.357626888888889,0
Zelig,0,11798616,11798616,0.0,0
The Verdict,16000000,53977250,37977250,2.373578125,1
Star Trek II: The Wrath of Khan,12000000,96800000,84800000,7.066666666666666,1
First Blood,15000000,125212904,110212904,7.347526933333333,1
Ordinary People,6000000,0,-6000000,-1.0,0
Airplane!,3500000,83453539,79953539,22.843868285714287,1
Rupan sansei: Kariosutoro no shiro,0,0,0,0.0,0
Halloween,300000,70000000,69700000,232.33333333333331,1
Le locataire,0,0,0,0.0,0
Love and Death,3000000,20173742,17173742,5.724580666666666,1
The Taking of Pelham One Two Three,0,0,0,0.0,0
Blazing Saddles,2600000,119500000,116900000,44.96153846153846,1
Serpico,3000000,29800000,26800000,8.933333333333334,1
Enter the Dragon,850000,90000000,89150000,104.88235294117646,1
Deliverance,2000000,46122355,44122355,22.0611775,1
The French Connection,1800000,41158757,39358757,21.86597611111111,1
Dirty Harry,4000000,35976000,31976000,7.994,1
Where Eagles Dare,7700000,21000000,13300000,1.7272727272727273,1
The Odd Couple,0,44527234,44527234,0.0,0
The Dirty Dozen,5400000,45300000,39900000,7.388888888888889,1
Belle de jour,0,0,0,0.0,0
A Man for All Seasons,3900000,28350000,24450000,6.269230769230769,1
Repulsion,300000,0,-300000,-1.0,0
Zulu,3500000,8000000,4500000,1.2857142857142858,0
Goldfinger,2500000,124881062,122381062,48.9524248,1
The Birds,2500000,11403529,8903529,3.5614116,1
Cape Fear,35000000,182300000,147300000,4.208571428571428,1
Peeping Tom,150000,83957,-66043,-0.4402866666666666,0
The Magnificent Seven,2000000,4905000,2905000,1.4525,0
Invasion of the Body Snatchers,417000,0,-417000,-1.0,0
Rebel Without a Cause,1500000,0,-1500000,-1.0,0
The Ladykillers,0,0,0,0.0,0
Sabrina,58000000,0,-58000000,-1.0,0
The Quiet Man,0,0,0,0.0,0
The Day the Earth Stood Still,1200000,0,-1200000,-1.0,0
The African Queen,1300000,10750000,9450000,7.269230769230769,1
Gilda,0,0,0,0.0,0
Fantasia,2280000,83320000,81040000,35.54385964912281,1
The Invisible Man,328000,0,-328000,-1.0,0
Gifted,7000000,37461045,30461045,4.351577857142857,1
Victoria,0,3191998,3191998,0.0,0
Mustang,1300000,250000,-1050000,-0.8076923076923077,0
Guardians of the Galaxy Vol. 2,200000000,863416141,663416141,3.317080705,1
Baby Driver,34000000,224511319,190511319,5.603274088235295,1
Bridge of Spies,40000000,165478348,125478348,3.1369587,1
Moana,0,0,0,0.0,0
Sicario,30000000,84025816,54025816,1.8008605333333334,1
Creed,37000000,173567581,136567581,3.691015702702703,1
Hell or High Water,12000000,37589296,25589296,2.1324413333333334,1
Philomena,12000000,100129872,88129872,7.344156,1
Dawn of the Planet of the Apes,170000000,710644566,540644566,3.1802621529411765,1
El cuerpo,0,0,0,0.0,0
Serbuan maut,1100000,4105187,3005187,2.7319881818181817,1
End of Watch,7000000,48126384,41126384,5.875197714285714,1
A Star Is Born,0,0,0,0.0,0
True Grit,0,14250000,14250000,0.0,0
H�vnen,15000000,0,-15000000,-1.0,0
Despicable Me,69000000,543513985,474513985,6.877014275362319,1
50/50,8000000,39187783,31187783,3.898472875,1
Kick-Ass,28000000,96188903,68188903,2.4353179642857143,1
Celda 211,5700000,19300483,13600483,2.386049649122807,1
Moneyball,50000000,110206216,60206216,1.20412432,0
La piel que habito,13000000,5774854,-7225146,-0.5557804615384615,0
Zombieland,23600000,102391382,78791382,3.3386178813559324,1
Die Welle,7500000,19000000,11500000,1.5333333333333334,1
Sherlock Holmes,90000000,524028679,434028679,4.822540877777778,1
The Blind Side,29000000,309208309,280208309,9.66235548275862,1
The Visitor,0,9234510,9234510,0.0,0
Seven Pounds,55000000,168167691,113167691,2.057594381818182,1
Eastern Promises,51500000,55112356,3612356,0.0701428349514563,0
Stardust,70000000,135560026,65560026,0.9365718,0
The Secret of Kells,0,0,0,0.0,0
Inside Man,45000000,184376254,139376254,3.097250088888889,1
Gone Baby Gone,19000000,34619699,15619699,0.8220894210526316,0
The Illusionist,40000000,86915017,46915017,1.172875425,0
Dead Man's Shoes,0,0,0,0.0,0
Harry Potter and the Half-Blood Prince,250000000,933959197,683959197,2.735836788,1
300,65000000,422610419,357610419,5.501698753846154,1
Match Point,15000000,85306374,70306374,4.6870916,1
Watchmen,130000000,185258983,55258983,0.4250691,0
Lord of War,42000000,24127895,-17872105,-0.4255263095238095,0
Saw,1200000,103911669,102711669,85.5930575,1
"Synecdoche, New York",21000000,0,-21000000,-1.0,0
Mysterious Skin,0,1524966,1524966,0.0,0
Jeux d'enfants,0,0,0,0.0,0
Un long dimanche de fian�ailles,47000000,0,-47000000,-1.0,0
The Station Agent,500000,8679814,8179814,16.359628,1
21 Grams,20000000,60427839,40427839,2.02139195,1
Finding Neverland,25000000,116766556,91766556,3.67066224,1
25th Hour,15000000,13060843,-1939157,-0.1292771333333333,0
The Butterfly Effect,13000000,96060858,83060858,6.38929676923077,1
The Royal Tenenbaums,21000000,71441250,50441250,2.4019642857142856,1
Y tu mam� tambi�n,5000000,33616692,28616692,5.7233384,1
The Others,0,0,0,0.0,0
Blow,53000000,83282296,30282296,0.5713640754716981,0
Enemy at the Gates,68000000,96976270,28976270,0.4261216176470588,0
Minority Report,102000000,358372926,256372926,2.5134600588235294,1
The Hurricane,50000000,73956241,23956241,0.47912482,0
American Psycho,7000000,34266564,27266564,3.8952234285714287,1
Lola rennt,1530000,7267585,5737585,3.750055555555556,1
The Thin Red Line,52000000,98126565,46126565,0.8870493269230769,0
Mulan,90000000,304320254,214320254,2.381336155555556,1
Fear and Loathing in Las Vegas,18500000,10680275,-7819725,-0.4226878378378378,0
Funny Games,0,0,0,0.0,0
Dark City,27000000,27200316,200316,0.0074191111111111,0
Sleepers,44000000,165615285,121615285,2.76398375,1
Lost Highway,15000000,3675201,-11324799,-0.7549866,0
Sense and Sensibility,16500000,135000000,118500000,7.181818181818182,1
Die Hard: With a Vengeance,90000000,366101666,276101666,3.067796288888889,1
Dead Man,9000000,0,-9000000,-1.0,0
The Bridges of Madison County,24000000,182016617,158016617,6.584025708333333,1
Apollo 13,52000000,355237933,303237933,5.831498711538462,1
Falling Down,25000000,40903593,15903593,0.63614372,0
Dazed and Confused,6900000,7993039,1093039,0.1584114492753623,0
My Cousin Vinny,11000000,64088552,53088552,4.826232,1
Delicatessen,4000000,1794187,-2205813,-0.55145325,0
Home Alone,18000000,476684675,458684675,25.482481944444444,1
The Godfather: Part III,54000000,136766062,82766062,1.5327048518518518,1
When Harry Met Sally...,16000000,92823546,76823546,4.801471625,1
The Little Mermaid,40000000,222300000,182300000,4.5575,1
The Naked Gun: From the Files of Police Squad!,12000000,78756177,66756177,5.56301475,1
Lethal Weapon,15000000,120207127,105207127,7.013808466666666,1
Blood Simple,1500000,0,-1500000,-1.0,0
On Golden Pond,0,19255967,19255967,0.0,0
Mad Max 2,2000000,24600832,22600832,11.300416,1
The Warriors,4000000,22490039,18490039,4.62250975,1
The Muppet Movie,0,76657000,76657000,0.0,0
Escape from Alcatraz,8000000,43000000,35000000,4.375,1
Watership Down,1000000,3713768,2713768,2.713768,1
Midnight Express,2300000,35000000,32700000,14.217391304347826,1
Close Encounters of the Third Kind,20000000,303788635,283788635,14.18943175,1
The Long Goodbye,0,0,0,0.0,0
Gi� la testa,0,0,0,0.0,0
Kelly's Heroes,4000000,5200000,1200000,0.3,0
The Jungle Book,0,0,0,0.0,0
A Hard Day's Night,560000,12299668,11739668,20.963692857142856,1
Breakfast at Tiffany's,2500000,9500000,7000000,2.8,1
Giant,5400000,35000000,29600000,5.481481481481482,1
From Here to Eternity,1650000,30500000,28850000,17.484848484848484,1
Lifeboat,1590000,0,-1590000,-1.0,0
The 39 Steps,0,0,0,0.0,0
